CODE	NOM	DCI1	DOSAGE1	UNITE_DOSAGE1	FORME	PRESENTATION	PPV	PH	PRIX_BR	PRINCEPS_GENERIQUE	TAUX_REMBOURSEMENT
6118001142057	AVANDAMET	ROSIGLITAZONE / METFORMINE	4 / 1000	MG / MG	COMPRIME PELLICULE	1 BOITE 28 COMPRIME PELLICULE	 210,00   
6118001141340	ZEFFIX	LAMIVUDINE	100	MG	COMPRIME PELLICULE	1 BOITE 28 COMPRIME PELLICULE	 914,00   
6118010024290	FLEXEN	KETOPROFENE	2.5	%	GEL	1 TUBE 50 G	 45,35   
6118001150632	ARNIGEL	SOUCHE HOMEOPATHIQUE		NA	GEL	1 TUBE 45 G	 45,00   
6118001160099	CHIBRO-PROSCAR	FINASTERIDE	5	MG	COMPRIME PELLICULE	1 BOITE 28 COMPRIME	 313,40   
6118001180905	DUROGESIC	FENTANYL	75	µG/H	DISPOSITIF TRANSDERMIQUE	1 BOITE 5 PATCH	 671,00   
6118000030805	BETADINE SCRUB	POVIDONE IODEE	4	G	SOLUTION MOUSSANTE POUR APPLICATION LOCALE	1 FLACON 125 ML	 16,60   
6118001040162	SPREGAL	ESDEPALLETHRINE / BUTOXYDE DE PIPERONYLE	0.63 / 5.04	% / %	SOLUTION POUR APPLICATION LOCALE	1 FLACON 152 G	 106,00   
6118000031871	PARASPHAN	PARACETAMOL / ACIDE ACETYLSALICYLIQUE	135 / 265	MG / MG	COMPRIME EFFERVESCENT	1 BOITE 10 COMPRIME EFFERVESCENT	 17,30   
6118010019708	CORONAT	CARVEDILOL	25	MG	COMPRIME	1 BOITE 30 COMPRIME	 116,90   
6118001250189	CORONAT	CARVEDILOL	25	MG	COMPRIME	1 BOITE 30 COMPRIME	 116,90   
6118000041092	DIPREZAR	LOSARTAN / HYDROCHLOROTHIAZIDE	50 / 12.5	MG / MG	COMPRIME PELLICULE	1 BOITE 28 COMPRIME	 126,00   
6118010035302	TOTAPEN	AMPICILLINE	1	G	POUDRE POUR SOLUTION INJECTABLE	1 BOITE 4 FLACON	 51,80   
6118001020553	BRICANYL LP	TERBUTALINE	5	MG	COMPRIME LP	1 BOITE 30 COMPRIME	 47,20   
6118000081357	VISCERALGINE	TIEMONIUM	5	MG	SOLUTION INJECTABLE	1 BOITE 10 AMPOULE INJECTABLE	 17,00   
6118001100927	DOCETAXEL COOPER 20 MG	DOCETAXEL	20	MG	SOLUTION A DILUER POUR PERFUSION	1 FLACON .5 ML	 842,00   
6118001000272	LEXUS	DOCETAXEL	20	MG	SOLUTION A DILUER POUR PERFUSION	1 FLACON .5 ML	 1 348,00   
6118001170517	ZELDOX	ZIPRASIDONE	60	MG	GELULE	1 BOITE 14 GELULE	 378,00   
6118001070633	VANCOCINE	VANCOMYCINE	500	MG	LYOPHILISAT POUR PERFUSION	1 BOITE 1 FLACON	 244,30   
6118000081647	PULMOFLUIDE ENF	GUAIFENESINE / PHOLCODINE	41 / 19.7	MG / MG	SIROP	1 FLACON 150 ML	 11,90   
6118000020264	ISONE	PREDNISONE	50	MG	COMPRIME	1 BOITE 20 COMPRIME	 85,80   
6118010115776	DIVARIUS 20 MG	PAROXETINE	20	MG	COMPRIME PELLICULE SECABLE	1 BOITE 14 COMPRIME SECABLE	 83,70   
6118001260195	DIVARIUS 20 MG	PAROXETINE	20	MG	COMPRIME PELLICULE SECABLE	1 BOITE 14 COMPRIME SECABLE	 83,70   
6118000031451	FUNGILYSE	ECONAZOLE	1	%	CREME	1 TUBE 50 G	 30,50   
6118000080282	GENTAGAM 120	GENTAMICINE	120	MG	SOLUTION INJECTABLE	1 BOITE 6 AMPOULE INJECTABLE	 77,00   
6118000011545	TANAKAN	EXTRAIT DE GINKGO BILOBA	40	MG	COMPRIME ENROBE	1 BOITE 30 COMPRIME	 71,35   
6118001050345	RECORMON	EPOETINE BETA	1000	UI	PREPARATION INJECTABLE	1 BOITE 6 SERINGUE	 -     
6118001080236	ANZEMET	DOLASETRON	100	MG	SOLUTION INJECTABLE	1 AMPOULE 5 ML	 151,17   
6118001000357	ZAREX	CARBOPLATINE	450	MG	POUDRE POUR SOLUTION INJECTABLE	1 BOITE 1 FLACON	 2 289,00   
6118010000478	ARACYTINE	CYTARABINE	1	G	POUDRE POUR SOLUTION INJECTABLE	1 FLACON 5 ML	 436,00   
6118001170586	ARACYTINE	CYTARABINE	1	G	POUDRE POUR SOLUTION INJECTABLE	1 FLACON 5 ML	 436,00   
6118000190943	BEVIRAN	MEBEVERINE	200	MG	COMPRIME ENROBE	1 BOITE 30 COMPRIME	 44,00   
6118000250258	INDUCTAN	TRIMEBUTINE	100	MG	COMPRIME ENROBE	1 BOITE 20 COMPRIME	 37,60   
6118000150190	RENNIE	CARBONATE DE CALCIUM / CARBONATE DE MAGNESIUM	680 / 80	MG / MG	COMPRIME	1 BOITE 36 COMPRIME	 14,45   
6118000080268	GENTAGAM 80	GENTAMICINE	80	MG	SOLUTION INJECTABLE	1 BOITE 25 AMPOULE INJECTABLE	 61,20   
6118001050246	MABTHERA	RITUXIMAB	500	MG	SOLUTION A DILUER POUR PERFUSION	1 FLACON 50 ML	 13 737,00   
6118000120698	ZADRYL	CETIRIZINE	10	MG	COMPRIME ENROBE SECABLE	1 BOITE 30 COMPRIME ENROBE	 91,50   
6118000011088	MUCINUM A L EXTRAIT CASCARA	SENE / CASCARA	30 / 40	MG / MG	COMPRIME ENROBE	1 BOITE 20 COMPRIME	 21,20   
6118001183999	HUMIRA 40MG	ADALIMUMAB	40	MG	SOLUTION INJECTABLE	1 BOITE 2 STYLO PRE-REMPLI	 -     
6118001140886	MIVACRON	MIVACURIUM	10	MG	SOLUTION INJECTABLE	1 BOITE 10 AMPOULE INJECTABLE	 -     
6118010120114	ANASTROZOLE COOPER	ANASTROZOLE	1	MG	COMPRIME PELLICULE	1 BOITE 30 COMPRIME PELLICULE	 796,00   
6118001100859	CARDENSIEL	BISOPROLOL	2.5	MG	COMPRIME PELLICULE SECABLE	1 BOITE 30 COMPRIME	 54,10   
6118010116025	EXJADE	DEFERASIROX	500	MG	COMPRIME DISPERSIBLE	1 BOITE 28 COMPRIME	 -     
6118001030637	EXJADE	DEFERASIROX	500	MG	COMPRIME DISPERSIBLE	1 BOITE 28 COMPRIME	 -     
6118001182664	BICNU	CARMUSTINE	100	MG	POUDRE POUR SOLUTION INJECTABLE	1 BOITE 1 FLACON	 505,00   
6118001000135	EQUORAL	CICLOSPORINE	25	MG	CAPSULE MOLLE	1 BOITE 30 CAPSULE	 338,00   
6118001020676	PULMICORT TURBUHALER	BUDESONIDE	200	µG	POUDRE POUR INHALATION	1 FLACON 100 DOSE	 204,00   
6118000040507	LONGAMYCINE	DOXYCYCLINE	100	MG	GELULE	1 BOITE 10 GELULE	 34,60   
6118000033172	TIASUREX LP 1.5 MG	INDAPAMIDE	1.5	MG	COMPRIME LP	1 BOITE 30 COMPRIME A LP	 29,30   
6118010024191	EOSINE PHARMA	EOSINE	2	G	SOLUTION POUR APPLICATION LOCALE	1 FLACON 30 ML	 6,15   
6118000060468	LASILIX	FUROSEMIDE	40	MG	COMPRIME SECABLE	1 BOITE 20 COMPRIME	 34,90   
6118000120308	BIOSULIN R	INSULINE HUMAINE	100	UI	SOLUTION INJECTABLE	1 FLACON 10 ML	 130,00   
6118001200214	PROGESTERONE RETARD PHARLON	HYDROXYPROGESTERONE	250	MG	SOLUTION INJECTABLE LP	1 BOITE 3 AMPOULE INJECTABLE	 66,30   
6118010019319	AVOLAM	LAMIVUDINE	150	MG	COMPRIME PELLICULE	1 BOITE 60 COMPRIME	 256,00   
6118010020278	OLICLINOMEL N4-550E	ACIDES AMINES / HUILES DOLIVE ET SOJA RAFFINES		NA / NA	SOLUTION ET EMULSION POUR PERFUSION	1 POCHE 2 L	 -     
6118001250417	OLICLINOMEL N4-550E	ACIDES AMINES / HUILES DOLIVE ET SOJA RAFFINES		NA / NA	SOLUTION ET EMULSION POUR PERFUSION	1 POCHE 2 L	 -     
6118001271030	ZIDIME 2G	CEFTAZIDIME	2	G	POUDRE POUR PREPARATION INJECTABLE	1 BOITE 1 FLACON	 184,70   
6118001021345	PACLITAXEL MYLAN PHARMA 30 MG/5ML	PACLITAXEL	30	MG	SOLUTION A DILUER POUR PERFUSION	1 FLACON 5 ML	 430,00   
6118010118647	METFORMINE WIN 500 MG	METFORMINE	500	MG	COMPRIME PELLICULE	1 BOITE 30 COMPRIME PELLICULE	 10,40   
6118000012665	METFORMINE WIN 500 MG	METFORMINE	500	MG	COMPRIME PELLICULE	1 BOITE 30 COMPRIME PELLICULE	 10,40   
6118000012993	VALSARTAN WIN 160 MG	VALSARTAN	160	MG	COMPRIME PELLICULE SECABLE	1 BOITE 28 COMPRIME PELLICULE SECABLE	 186,30   
6118001080939	ASPEGIC	ACIDE ACETYLSALICYLIQUE	500	MG	SOLUTION INJECTABLE	6 AMPOULE 5 ML	 57,00   
6118000070245	BIOMOX	AMOXICILLINE	500	MG	GELULE	1 BOITE 24 GELULE	 69,30   
6118000031796	PARANTAL	PARACETAMOL	500	MG	GRANULE POUR SUSPENSION BUVABLE	1 BOITE 16 SACHET	 20,50   
6118001142583	VOTRIENT 400 MG	PAZOPANIB	400	MG	COMPRIME PELLICULE	1 BOITE 60 COMPRIME PELLICULE	 21 907,00   
6118010116612	LANTUS SOLOSTAR	INSULINE HUMAINE	100	UI	SOLUTION INJECTABLE LP	1 BOITE 1 STYLO PRE-REMPLI	 152,50   
6118001081608	LANTUS SOLOSTAR	INSULINE HUMAINE	100	UI	SOLUTION INJECTABLE LP	1 BOITE 1 STYLO PRE-REMPLI	 152,50   
6118000190424	EPHEDRYL	PARACETAMOL / TRIPROLIDINE	300 / 2.5	MG / MG	COMPRIME SECABLE	1 BOITE 20 COMPRIME	 17,25   
6118010118654	MONOZECLAR 500 MG	CLARITHROMYCINE	500	MG	COMPRIME PELLICULE LP	1 BOITE 10 COMPRIME PELLICULE	 163,40   
6118001183838	MONOZECLAR 500 MG	CLARITHROMYCINE	500	MG	COMPRIME PELLICULE LP	1 BOITE 10 COMPRIME PELLICULE	 163,40   
6118000020981	RINGER LACTATE SOTHEMA	CHLORURE DE SODIUM / CHLORURE DE POTASSIUM	0.6 / 0.04	G / G	SOLUTION POUR PERFUSION	1 POCHE 1 L	 27,90   
6118010023866	CEFALOTINE PHARMA 1 G (IM - IV)	CEFALOTINE	1	G	SOLUTION INJECTABLE	1 BOITE 1 FLACON DE POUDRE+AMPOULE DE SOLVANT	 28,50   
6118000091110	CEFALOTINE PHARMA 1 G (IM - IV)	CEFALOTINE	1	G	SOLUTION INJECTABLE	1 BOITE 1 FLACON DE POUDRE+AMPOULE DE SOLVANT	 28,50   
6118000071549	TANZAAR 50	LOSARTAN	50	MG	COMPRIME PELLICULE	1 BOITE 14 COMPRIME PELLICULE	 42,00   
6118000040354	DOLIPRANE	PARACETAMOL	500	MG	COMPRIME EFFERVESCENT	1 BOITE 16 COMPRIME	 15,80   
6118001101931	ANASTROZOLE COOPER	ANASTROZOLE	1	MG	COMPRIME PELLICULE	1 BOITE 30 COMPRIME PELLICULE	 796,00   
6118001182978	NOZINAN	LEVOMEPROMAZINE	4	%	SOLUTION POUR GOUTTES BUVABLES	1 FLACON 30 ML	 38,50   
6118001070886	CARBOSYLANE	CHARBON ACTIVE / DIMETICONE	140 / 45	MG / MG	GELULE	1 BOITE 24 DOSE DE 2 GELULE JUMELEE	 44,80   
6118001000319	POTEX	EPOETINE ALFA	3000	UI	POUDRE POUR SOLUTION INJECTABLE	1 BOITE 1 KIT	 492,00   
6118000090137	ASTAPH	FLUCLOXACILLINE	500	MG	GELULE	1 BOITE 12 GELULE	 50,00   
6118000190196	BUTAMYL	SALBUTAMOL	100	µG	SUSPENSION POUR INHALATION BUCCALE	1 FLACON 200 DOSE	 45,30   
6118001100514	PAVULON	PANCURONIUM	4	MG	SOLUTION INJECTABLE	1 BOITE 10 AMPOULE INJECTABLE	 224,90   
6118010025617	TONOCALCIN	SALCATONINE	50	UI	SOLUTION INJECTABLE	1 BOITE 5 AMPOULE INJECTABLE	 255,15   
6118001140282	ERVEVAX	VACCIN ANTI-RUBEOLE		NA	PREPARATION INJECTABLE	1 BOITE 1 FLACON	 75,40   
6118000180180	GLYCAN 500	METFORMINE	500	MG	COMPRIME PELLICULE	1 BOITE 50 COMPRIME	 19,50   
6118000061793	AMAREL	GLIMEPIRIDE	2	MG	COMPRIME	1 BOITE 60 COMPRIME	 115,70   
6118001250080	AVOLAM	LAMIVUDINE	150	MG	COMPRIME PELLICULE	1 BOITE 60 COMPRIME	 256,00   
6118001180806	DIPRIVAN	PROPOFOL	200	MG	EMULSION INJECTABLE	1 BOITE 5 AMPOULE	 353,00   
6118000080602	DOLGIT	IBUPROFENE	5	%	CREME	1 TUBE 50 G	 44,40   
6118000030713	METHERGIN	METHYLERGOMETRINE	0.25	MG	SOLUTION POUR GOUTTES BUVABLES	1 FLACON 10 ML	 40,90   
6118010019289	AVIRODIN	INDINAVIR	400	MG	GELULE	1 BOITE 60 GELULE	 550,00   
6118001250066	AVIRODIN	INDINAVIR	400	MG	GELULE	1 BOITE 60 GELULE	 550,00   
6118001050079	CYMEVENE	GANCICLOVIR	500	MG	LYOPHILISAT POUR PERFUSION	1 FLACON 10 ML	 574,00   
6118001081578	AMAREL	GLIMEPIRIDE	4	MG	COMPRIME	1 BOITE 60 COMPRIME	 156,70   
6118000280323	CINET	DOMPERIDONE	10	MG	COMPRIME	1 BOITE 30 COMPRIME	 44,00   
6118010019692	CORONAT	CARVEDILOL	6.25	MG	COMPRIME	1 BOITE 30 COMPRIME	 49,50   
6118001250172	CORONAT	CARVEDILOL	6.25	MG	COMPRIME	1 BOITE 30 COMPRIME	 49,50   
6118000032205	BETADINE	POVIDONE IODEE	10	G	SOLUTION POUR APPLICATION LOCALE	1 FLACON 125 ML	 25,00   
6118000120483	TOPSYNE GRAS	FLUOCINONIDE	0.05	%	POMMADE	1 TUBE 15 G	 23,60   
6118000100034	DAFLON	FLAVONOIDES MICRONISES	500	MG	COMPRIME ENROBE	1 BOITE 20 COMPRIME	 99,00   
6118010120435	STALEVO 150/37.5/200 MG	ENTACAPONE / LEVODOPA / CARBIDOPA	200 / 150 / 40.50	MG / MG / MG	COMPRIME PELLICULE	1 BOITE 100 COMPRIME PELLICULE	 1 232,80   
6118001030743	STALEVO 150/37.5/200 MG	ENTACAPONE / LEVODOPA / CARBIDOPA	200 / 150 / 40.50	MG / MG / MG	COMPRIME PELLICULE	1 BOITE 100 COMPRIME PELLICULE	 1 232,80   
6118001200351	ULTRAVIST	IOPROMIDE	300	MG	SOLUTION INJECTABLE	1 FLACON 100 ML	 556,50   
6118000050896	OXYGENOR	TRIMETAZIDINE	20	MG	COMPRIME PELLICULE	1 BOITE 60 COMPRIME	 45,00   
6118000070825	TRIFENE	IBUPROFENE	2	%	SUSPENSION BUVABLE	1 FLACON 200 ML	 23,50   
6118000250050	CARDURA	DOXAZOSINE	4	MG	COMPRIME	1 BOITE 20 COMPRIME	 230,00   
6118000180159	CLOFENE	DICLOFENAC	50	MG	COMPRIME ENROBE GASTRO-RESISTANT	1 BOITE 20 COMPRIME ENROBE GASTRO-RESISTANT	 32,90   
6118000090021	ADO	METFORMINE	850	MG	COMPRIME PELLICULE	1 BOITE 30 COMPRIME PELLICULE	 19,00   
6118000060154	SECTRAL	ACEBUTOLOL	200	MG	COMPRIME PELLICULE	1 BOITE 20 COMPRIME	 37,80   
6118000021971	SOCLAV NOURISSON	AMOXICILLINE / ACIDE CLAVULANIQUE	100 / 12.5	MG / MG	POUDRE POUR SUSPENSION BUVABLE	1 FLACON 30 ML	 38,00   
6118001141548	ZOVIRAX	ACICLOVIR	5	%	CREME	1 TUBE 2 G	 45,00   
6118000061557	TRIADOL	TRAMADOL	50	MG	GELULE	1 BOITE 30 GELULE	 60,10   
6118001151059	IRINOCYT 100 MG/5ML	IRINOTECAN	100	MG	SOLUTION A DILUER POUR PERFUSION	1 FLACON 5 ML	 1 313,00   
6118010000157	PLAVIX	CLOPIDOGREL	75	MG	COMPRIME PELLICULE	1 BOITE 14 COMPRIME	 195,80   
6118001081349	PLAVIX	CLOPIDOGREL	75	MG	COMPRIME PELLICULE	1 BOITE 14 COMPRIME	 195,80   
6118000050841	REJUVA-A	TRETINOINE	0.025	%	CREME	1 TUBE 25 G	 228,00   
6118001020027	AMIKACINE MYLAN	AMIKACINE	500	MG	POUDRE POUR SOLUTION INJECTABLE	20 FLACON 4 ML	 1 069,00   
6118001090167	LEVITRA	VARDENAFIL	5	MG	COMPRIME PELLICULE	1 BOITE 1 COMPRIME	 98,00   
6118001140091	AVANDIA	ROSIGLITAZONE	4	MG	COMPRIME PELLICULE	1 BOITE 14 COMPRIME	 105,70   
6118000012283	AVD VIT B1 C DEROL	ACIDE ACETYLSALICYLIQUE / ACIDE ASCORBIQUE (VITAMINE C)	330 / 200	MG / MG	COMPRIME EFFERVESCENT	1 TUBE 20 COMPRIME EFFERVESCENT	 17,85   
6118001050673	TAMIFLU	OSELTAMIVIR	75	MG	GELULE	1 BOITE 10 GELULE	 332,00   
6118001050529	TAMIFLU	OSELTAMIVIR	75	MG	GELULE	1 BOITE 10 GELULE	 332,00   
6118010116506	TAGAMET	CIMETIDINE	200	MG	COMPRIME EFFERVESCENT	1 BOITE 20 COMPRIME	 107,10   
6118000161240	TAGAMET	CIMETIDINE	200	MG	COMPRIME EFFERVESCENT	1 BOITE 20 COMPRIME	 107,10   
6118010035036	TUBERCULINE 2 UT / 0,1ML	TUBERCULINE	0.4	MG	PREPARATION INJECTABLE INTRADERMIQUE	1 BOITE 1 FLACON	 117,00   
6118000080244	GENTAGAM 80	GENTAMICINE	80	MG	SOLUTION INJECTABLE	1 BOITE 1 AMPOULE INJECTABLE	 12,70   
6118000030874	NIFLURIL	ACIDE NIFLUMIQUE	250	MG	GELULE	1 BOITE 30 GELULE	 34,10   
6118000090489	NIDAZOL	METRONIDAZOLE	500	MG	OVULE	1 BOITE 10 OVULE	 29,60   
6118001180721	CURACNE	ISOTRETINOINE	20	MG	CAPSULE MOLLE	1 BOITE 30 CAPSULE	 360,00   
6118000160793	PENAMOX	AMOXICILLINE	250	MG	POUDRE POUR SUSPENSION BUVABLE	1 FLACON 60 ML	 28,90   
6118000190479	GLYAZID	GLICLAZIDE	80	MG	COMPRIME SECABLE	1 BOITE 60 COMPRIME	 83,40   
6118000090335	FLEXEN	KETOPROFENE	2.5	%	GEL	1 TUBE 20 G	 29,10   
6118000010272	BOLINAN	POVIDONE	2	G	COMPRIME SECABLE	1 BOITE 40 COMPRIME	 73,30   
6118010001185	THIAM	THIAMPHENICOL	250	MG	COMPRIME	1 BOITE 16 COMPRIME	 26,00   
6118000180692	THIAM	THIAMPHENICOL	250	MG	COMPRIME	1 BOITE 16 COMPRIME	 26,00   
6118000040781	TIEMOZYL	TIEMONIUM IODURE / DIPROPHYLLINE	300 / 50	MG / MG	SUPPOSITOIRE	1 BOITE 10 SUPPOSITOIRE	 13,55   
6118000031833	PARANTAL	PARACETAMOL	500	MG	COMPRIME	1 BOITE 20 COMPRIME	 10,10   
6118000020721	CICATRYL	PARACHLOROMETACRESOL / GAIAZULENE	120 / 7	MG / MG	POMMADE	1 TUBE 80 G	 19,20   
6118001150588	SOLUGEL	PEROXYDE DE BENZOYLE	8	%	GEL	1 TUBE 45 G	 89,60   
6118001100347	MOVICOL	MACROGOL 3350	13.125	G	POUDRE POUR SOLUTION BUVABLE	1 BOITE 20 SACHET	 73,20   
6118000130024	OMEGEN	OMEPRAZOLE	20	MG	GELULE	1 BOITE 14 GELULE	 38,00   
6118010118388	AMBROLYS 30MG/5ML	AMBROXOL	30	MG	SOLUTION BUVABLE	1 FLACON 200 ML	 33,00   
6118000021957	AMBROLYS 30MG/5ML	AMBROXOL	30	MG	SOLUTION BUVABLE	1 FLACON 200 ML	 33,00   
6118000240563	OESTROGEL	OESTRADIOL	0.06	%	GEL	1 TUBE 80 G	 18,50   
6118000120179	FLUZOFT	FLUOXETINE	20	MG	GELULE	1 BOITE 14 GELULE	 83,00   
6118000060840	RULID	ROXITHROMYCINE	300	MG	COMPRIME PELLICULE	1 BOITE 7 COMPRIME	 83,70   
6118000031925	POTASSIUM	GLUCONATE DE POTASSIUM	15	%	SIROP	1 FLACON 125 ML	 24,60   
6118010116865	XARELTO	RIVAROXABAN	10	MG	COMPRIME PELLICULE	1 BOITE 5 COMPRIME PELLICULE	 442,00   
6118001090631	XARELTO	RIVAROXABAN	10	MG	COMPRIME PELLICULE	1 BOITE 5 COMPRIME PELLICULE	 442,00   
6118000080107	TRESORIX	CYPROHEPTADINE / VITAMINES	1.5	MG / NA	SIROP	1 FLACON 150 ML	 32,40   
6118010001093	EFITAC	RANITIDINE	150	MG	COMPRIME EFFERVESCENT	1 BOITE 20 COMPRIME	 76,00   
6118000340027	EFITAC	RANITIDINE	150	MG	COMPRIME EFFERVESCENT	1 BOITE 20 COMPRIME	 76,00   
6118000021438	ISOLONE	PREDNISOLONE	5	MG	COMPRIME EFFERVESCENT	1 BOITE 30 COMPRIME	 23,00   
6118000011057	MUCICLAR ADULTE	CARBOCYSTEINE	5	%	SIROP	1 FLACON 125 ML	 22,75   
6118000140503	FRAXIPARINE	NADROPARINE	5700	UI	SOLUTION INJECTABLE	1 BOITE 2 SERINGUE	 193,80   
6118000140924	RAZON 40 MG	PANTOPRAZOLE	40	MG	COMPRIME ENROBE GASTRO-RESISTANT	1 BOITE 7 COMPRIME ENROBE GASTRO-RESISTANT	 52,50   
6118000160540	CLAVULIN	AMOXICILLINE / ACIDE CLAVULANIQUE	500 / 125	MG / MG	COMPRIME PELLICULE	1 BOITE 24 COMPRIME	 275,40   
6118000160687	FLOXAPEN	FLUCLOXACILLINE	250	MG	POUDRE POUR SUSPENSION BUVABLE	1 FLACON 100 ML	 71,40   
6118001160457	JANUVIA	SITAGLIPTINE	100	MG	COMPRIME PELLICULE	1 BOITE 28 COMPRIME	 393,00   
6118000241294	POTASSIUM CHLORURE	CHLORURE DE POTASSIUM	10	%	SOLUTION POUR PERFUSION	1 BOITE 10 AMPOULE INJECTABLE	 26,70   
6118001040629	SIFROL 2.1 MG	PRAMIPEXOLE	2.1	MG	COMPRIME LP	1 BOITE 30 COMPRIME A LP	 1 084,00   
6118001120802	SANDIMMUN	CICLOSPORINE	100	MG	SOLUTION BUVABLE	1 FLACON 10 ML	 -     
6118000050124	AERIUS	DESLORATADINE	5	MG	COMPRIME ENROBE	1 BOITE 30 COMPRIME	 149,30   
6118001101139	LEVOTHYROX	LEVOTHYROXINE SODIQUE	200	µG	COMPRIME SECABLE	1 BOITE 30 COMPRIME SECABLE	 37,20   
6118001020409	MIDAZOLAM MYLAN	MIDAZOLAM	50	MG	SOLUTION INJECTABLE	1 BOITE 10 FLACON 10 ML	 -     
6118000240228	BUTOVENT	SALBUTAMOL	2	MG/5ML	SOLUTION BUVABLE	1 FLACON 150 ML	 21,90   
6118001140787	LAMICTAL	LAMOTRIGINE	100	MG	COMPRIME	1 BOITE 30 COMPRIME	 250,00   
6118001200344	ULTRAVIST	IOPROMIDE	300	MG	SOLUTION INJECTABLE	1 FLACON 50 ML	 277,70   
6118001020270	FENTANYL MYLAN	FENTANYL	500	µG	SOLUTION INJECTABLE	1 BOITE 10 AMPOULE	 -     
6118010000867	CETAXON	CEFOTAXIME	500	MG	POUDRE POUR SOLUTION INJECTABLE	1 BOITE 1 FLACON	 28,60   
6118001101399	CETAXON	CEFOTAXIME	500	MG	POUDRE POUR SOLUTION INJECTABLE	1 BOITE 1 FLACON	 28,60   
6118000032465	CHLORURE DE SODIUM LAPROPHAN	CHLORURE DE SODIUM	0.9	%	SOLUTION POUR PERFUSION	1 POCHE 100 ML	 16,60   
6118001250608	CHEMOSET	ONDANSETRON	8	MG	COMPRIME PELLICULE	1 BOITE 5 COMPRIME PELLICULE	 188,00   
6118000091226	DONTOMYCINE	SPIRAMYCINE	3	MUI	COMPRIME PELLICULE	1 BOITE 10 COMPRIME	 69,50   
6118000020042	ESCODYNE	VITAMINES / MINERAUX		NA / NA	COMPRIME EFFERVESCENT	1 BOITE 10 COMPRIME	 34,50   
6118000150206	RENNIE	CARBONATE DE CALCIUM / CARBONATE DE MAGNESIUM	680 / 80	MG / MG	COMPRIME	1 BOITE 72 COMPRIME	 25,75   
6118010023316	ALFACAR	SUCRALFATE	1	G	SUSPENSION BUVABLE	1 BOITE 30 SACHET	 81,45   
6118010013386	PROGOR	DILTIAZEM	240	MG	GELULE LP	1 BOITE 28 GELULE	 142,00   
6118000160519	CLAVULIN	AMOXICILLINE / ACIDE CLAVULANIQUE	100 / 12.5	MG / MG	POUDRE POUR SUSPENSION BUVABLE	1 FLACON 30 ML	 44,20   
6118000081272	VASCOR	TRIMETAZIDINE	20	MG	COMPRIME PELLICULE	1 BOITE 60 COMPRIME	 68,30   
6118000100041	DAFLON	FLAVONOIDES MICRONISES	500	MG	COMPRIME ENROBE	1 BOITE 30 COMPRIME	 144,70   
6118000011439	SEPTIVON	TRICLOCARBAN	0.5	%	SOLUTION MOUSSANTE POUR APPLICATION LOCALE	1 FLACON 250 ML	 28,70   
6118001181827	NICOPATCH	NICOTINE	14	MG	DISPOSITIF TRANSDERMIQUE	1 BOITE 28 PATCH	 940,00   
6118001031016	VOLTFAST 50 MG	DICLOFENAC	50	MG	POUDRE POUR SOLUTION BUVABLE	1 BOITE 9 SACHET	 49,70   
6118000250081	CELEBREX	CELECOXIB	200	MG	GELULE	1 BOITE 10 GELULE	 89,00   
6118000070917	TROXINE	ROXITHROMYCINE	150	MG	COMPRIME PELLICULE	1 BOITE 16 COMPRIME	 113,00   
6118010120251	COVERAM 5MG/5MG	PERINDOPRIL / AMLODIPINE	5 / 5	MG / MG	COMPRIME	1 BOITE 30 COMPRIME	 238,00   
6118001021086	AMOXICILLINE/ACIDE CLAVULANIQUE MYLAN	AMOXICILLINE / ACIDE CLAVULANIQUE	2 / 200	G / MG	POUDRE POUR SOLUTION INJECTABLE	1 BOITE 10 FLACON	 481,00   
6118001250769	AVIRANZ	EFAVIRENZ	600	MG	COMPRIME PELLICULE	1 BOITE 30 COMPRIME PELLICULE	 422,00   
6118000081029	SUPRALOX	HYDROXYDE D'ALUMINIUM / HYDROXYDE DE MAGNESIUM	900 / 600	MG / MG	SUSPENSION BUVABLE	1 FLACON 250 ML	 47,00   
6118000180630	PROPOFAN	DEXTROPROPOXYPHENE / PARACETAMOL	30 / 400	MG / MG	COMPRIME	1 BOITE 20 COMPRIME	 25,00   
6118000070603	MEGAFLOX	CIPROFLOXACINE	250	MG	COMPRIME PELLICULE	1 BOITE 10 COMPRIME	 60,00   
6118001080731	VACCIN POLYOSIDIQUE MENINGOCOCCIQUE	VACCIN ANTIMENINGOCOCCIQUE A ET C		NA	POUDRE POUR SUSPENSION INJECTABLE	1 BOITE 1 SERINGUE PREREMPLIE	 100,60   
6118001140213	COMBIVIR	LAMIVUDINE / ZIDOVUDINE	150 / 300	MG / MG	COMPRIME PELLICULE SECABLE	1 BOITE 60 COMPRIME	 2 478,00   
6118010117732	CERVARIX	PROTEINE L1 DE PAPILLOMAVIRUS HUMAIN DE TYPE 16 ET 18	20	µG	SUSPENSION INJECTABLE	1 BOITE 1 FLACON	 413,80   
6118001141890	CERVARIX	PROTEINE L1 DE PAPILLOMAVIRUS HUMAIN DE TYPE 16 ET 18	20	µG	SUSPENSION INJECTABLE	1 BOITE 1 FLACON	 413,80   
6118010120152	MYRIN 50	THALIDOMIDE	50	MG	COMPRIME ENROBE	1 BOITE 30 COMPRIME ENROBE	 -     
